number,name,former_name,kind,jurisdiction,status
637618,11306944 CANADA INC.,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
637619,ORKIN CANADA CORPORATION,,Extra-Territorial Corporation,Nova Scotia,Amalgamated
637620,ILER GRIBBLE INC.,,Extra-Territorial Corporation,Ontario,In Default
637621,"DIVERSEY CANADA, INC.",,Extra-Territorial Corporation,Ontario,In Compliance
637622,MOGO BLOCKCHAIN TECHNOLOGY INC.,,Extra-Territorial Corporation,British Columbia,In Compliance
637623,MOGO FINANCE TECHNOLOGY INC.,,Extra-Territorial Corporation,British Columbia,Amalgamated
637624,MOGO WALLET INC.,MOGO WEALTH TECHNOLOGY INC.,Extra-Territorial Corporation,British Columbia,In Default
637625,APTUS BENEFITS INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
637626,SENDWAVE CANADA INC.,,Extra-Territorial Corporation,British Columbia,In Default
637627,FORCARE CANADA INC.,,Extra-Territorial Corporation,New Brunswick,In Compliance
637628,STORM STRUCTURES INC.,,Extra-Territorial Corporation,Canada,In Compliance
637629,TERUS CONSTRUCTION LTD.,,Extra-Territorial Corporation,British Columbia,In Compliance
637630,CLASTIC CONTRACTING LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
637631,NLS CANADA EQUIPMENT FINANCE ULC,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
637632,NLSEF CANADA 2019 ULC,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
637633,LAWYERS FINANCIAL ADVISORY SERVICES INC. / FINANCIERE DES AVOCATS SERVICES CONSULTATIFS INC.,,Extra-Territorial Corporation,Canada,In Compliance
637634,FIDO SOLUTIONS INC.,,Extra-Territorial Corporation,British Columbia,In Compliance
637635,1196977 B.C. LTD.,,Extra-Territorial Corporation,British Columbia,In Compliance
637636,1200317 B.C. LTD.,,Extra-Territorial Corporation,British Columbia,In Compliance
637637,SUBWAY DEVELOPMENTS 2000 INC.,,Extra-Territorial Corporation,Alberta,In Default
637638,FINANCIAL HORIZONS INCORPORATED,,Extra-Territorial Corporation,Ontario,Amalgamated
637639,FINANCIAL HORIZONS INCORPORATED,,Extra-Territorial Corporation,Ontario,Amalgamated
637640,DEREK SAMPSON MANAGEMENT LTD.,,Extra-Territorial Corporation,Alberta,In Compliance
637641,DR T.S. COWIE INC.,,Extra-Territorial Corporation,British Columbia,In Default
637642,SITKA GOLD CORP.,,Extra-Territorial Corporation,British Columbia,In Default
637643,"ULTA BEAUTY CANADA, INC.",,Extra-Territorial Corporation,British Columbia,In Compliance
637644,"TIM HORTON CHILDREN'S FOUNDATION, INC.",,Extra-Territorial Corporation,Ontario,In Compliance
637645,INTEGRAL WEALTH SECURITIES LIMITED,,Extra-Territorial Corporation,Ontario,In Compliance
637646,JACOBS CONSULTANCY CANADA INC.,,Extra-Territorial Corporation,Canada,In Compliance
637647,DIXON MITCHELL INVESTMENT COUNSEL INC.,,Extra-Territorial Corporation,British Columbia,In Compliance
637648,CCL FINANCIAL INC.,,Extra-Territorial Corporation,CANADA,Amalgamated
637649,ANDREW DAVIDSON DENTAL PROF. CORP.,,Extra-Territorial Corporation,Saskatchewan,In Compliance
637650,TECRA COMMUNICATIONS LTD.,,Extra-Territorial Corporation,Canada,Cancelled by Registrar
637651,IMI BROKERAGE COMPANY LTD.,,Extra-Territorial Corporation,Saskatchewan,In Compliance
637652,SELWYN CHIHONG MINING LTD.,,Extra-Territorial Corporation,British Columbia,In Compliance
637653,PINCHIN LTD.,,Extra-Territorial Corporation,Ontario,Amalgamated
637654,ICONIX WATERWORKS (GP) INC.,,Extra-Territorial Corporation,British Columbia,In Compliance
637655,"REINSURANCE MANAGEMENT ASSOCIATES, INC.",,Extra-Territorial Corporation,Ontario,Amalgamated
637656,"BODYSHOPBIDS, INC.",,Extra-Territorial Corporation,Delaware,In Compliance
637657,GEOMETRIX GROUP ENGINEERING LTD.,,Extra-Territorial Corporation,Alberta,In Compliance
637658,EPICA GOLD INC.,,Extra-Territorial Corporation,British Columbia,In Compliance
637659,WESTERN BUILD GROUP INC.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
637660,PPL LEGAL CARE OF CANADA CORPORATION,,Extra-Territorial Corporation,Nova Scotia,Cancelled by Registrar
637661,FRONTIER CAPITAL FUNDS INC./FONDS FRONTIER CAPITAL INC.,,Extra-Territorial Corporation,Ontario,In Compliance
637662,DILLON CONSULTING LIMITED / LES CONSULTANTS DILLON LIMITEE,,Extra-Territorial Corporation,Canada,In Compliance
637663,BONNEFIELD FINANCIAL INC.,,Extra-Territorial Corporation,Canada,Amalgamated
637664,RAB LIGHTING INC.,,Extra-Territorial Corporation,New York,In Default
637665,CI INVESTMENTS INC.,,Extra-Territorial Corporation,Ontario,Amalgamated
637666,ARC RECEIVABLES MANAGEMENT LTD.,,Extra-Territorial Corporation,Alberta,In Default
637667,RHENUS LOGISTICS CANADA LTD.,RODAIR INTERNATIONAL HOLDINGS LIMITED,Extra-Territorial Corporation,British Columbia,In Compliance
637668,650139 N.B. INC.,,Extra-Territorial Corporation,New Brunswick,In Compliance
637669,DRIAS INTERNATIONAL LTD.,,Extra-Territorial Corporation,Minnesota,In Compliance
637670,"JONES LANG LASALLE REAL ESTATE SERVICES, INC. / JONES LANG LASALLE SERVICES IMMOBILIERS, INC.",,Extra-Territorial Corporation,Ontario,In Compliance
637671,WESTERN COPPER AND GOLD CORPORATION,,Extra-Territorial Corporation,British Columbia,In Compliance
700002,AIDS YUKON ALLIANCE,,Society,Yukon,Changed Name
700003,AGHAJEL SHAW ILI SOCIETY (WOMEN & WELLNESS) / WOMEN & WELLNESS IS TRANSLATION,,Society,Yukon,Dissolved by Registrar
700004,AISHIHIK LAKE TREATMENT CENTRE SOCIETY,,Society,Yukon,Dissolved by Registrar
700005,"ALANO CLUB OF WHITEHORSE, THE",,Society,Yukon,Dissolved by Registrar
700006,ALPINE SKI ASSOCIATION (YUKON),,Society,Yukon,Changed Name
700007,ALPINE SKI RACING SOCIETY WHITEHORSE,,Society,Yukon,Dissolved by Registrar
700008,ALSEK MUSIC FESTIVAL SOCIETY,,Society,Yukon,Dissolved
700009,ALZHEIMER SUPPORT GROUP OF THE YUKON,,Society,Yukon,Dissolved by Registrar
700010,ANNIE LAKE GOLF AND COUNTRY CLUB,,Society,Yukon,Changed Name
700011,APPLIED SCIENCES TECHNICIANS AND TECHNOLOGISTS / OF YUKON,,Society,Yukon,Dissolved by Registrar
700012,ARCTIC SPORTSDENE GAMES ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700013,ARKELL COMMUNITY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700014,ARMY CADET LEAGUE OF YUKON (THE),,Society,Yukon,Dissolved by Registrar
700015,ARMY CADET PARENTS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700016,ARTS NORTH SOCIETY,,Society,Yukon,Dissolved by Registrar
700017,ASSOCIATION FOR THE PREVENTION OF COMMUNITY / AND FAMILY VIOLENCE,,Society,Yukon,Dissolved by Registrar
700018,ASSOCIATION FOR SCHOOL HEALTH -- YUKON,,Society,Yukon,Dissolved by Registrar
700019,ASSOCIATION FRANCO-YUKONNAISE,,Society,Yukon,In Compliance
700020,ASSOCIATION OF YUKON CHEFS,,Society,Yukon,Dissolved
700021,ASSOCIATION OF YUKON COMMUNITIES,ASSOCIATION OF YUKON MUNICIPALITIES ,Society,Yukon,In Compliance
700022,ASSOCIATION OF YUKON FIRE CHIEFS (THE),,Society,Yukon,In Default
700023,ASSOCIATION OF YUKON FOSTER PARENTS,,Society,Yukon,Dissolved by Registrar
700024,ASSOCIATION OF YUKON SPEECH... / ....LANGUAGE PATHOLOGISTS & AUDIOLOGISTS,,Society,Yukon,Changed Name
700025,ATHLETICS YUKON ASSOCIATION,,Society,Yukon,In Compliance
700026,"ATLIN HOLISTIC HEALTH SOCIETY, (THE)",,Society,Yukon,Dissolved by Registrar
700027,AURORA BOREALIS CORRECTIONAL ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700028,BALD-HEADED PEOPLES SOCIETY,,Society,Yukon,Dissolved by Registrar
700029,BASEBALL YUKON,,Society,Yukon,Dissolved by Registrar
700030,BASKETBALL YUKON,,Society,Yukon,In Compliance
700031,BEAVER CREEK COMMUNITY CLUB,,Society,Yukon,Dissolved
700032,BIATHLON YUKON,,Society,Yukon,In Compliance
700033,BIBLEWAY NORTH SOCIETY,,Society,Yukon,Dissolved by Registrar
700034,BIG BAND SOCIETY (THE),,Society,Yukon,Dissolved
700035,BIG BROTHERS & BIG SISTERS OF YUKON,YUKON BIG BROTHERS,Society,Yukon,In Compliance
700036,AHDA CHO MENDET'A / BIG EAGLE CIRCLE SOCIETY,,Society,Yukon,Dissolved by Registrar
700037,BLOCK PARENT ASSOCIATION OF THE YUKON,,Society,Yukon,Dissolved
700038,BOREAL ALTERNATE ENERGY CENTRE,,Society,Yukon,Dissolved
700039,BRAEBURN LAKE CHRISTIAN CAMP ASSOCIATION,,Society,Yukon,In Compliance
700040,BRITISH COLUMBIA & YUKON HOTELS' ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700041,BRAEBURN LAKE COMMUNITY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700042,BRITISH COLUMBIA READY-MIXED CONCRETE ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700043,BURWASH LANDING BROADCASTING SOCIETY,,Society,Yukon,Dissolved by Registrar
700044,CALVARY BAPTIST CHURCH OF WHITEHORSE,,Society,Yukon,In Compliance
700045,CANADA ACUPUNCTURISTS HEADQUARTERS ASSOC. / - YUKON BRANCH,,Society,Yukon,Dissolved by Registrar
700046,CANADIAN CANCER SOCIETY,,Extra-Territorial Society,,Cancelled
700047,CANADIAN CONGRESS FOR LEARNING / OPPORTUNITIES FOR WOMEN,,Society,Yukon,Dissolved by Registrar
700048,CANADIAN-FILIPINO ASSOCIATION OF YUKON (CFAY),CANADIAN-FILIPINO SOCIETY OF THE YUKON,Society,Yukon,In Compliance
700049,"CANADIAN INFORMATION PROCESSING SOCIETY / KLONDIKE SECTION (CIPS KLONDIKE SECTION), THE",,Society,Yukon,Dissolved by Registrar
700050,CANADIAN INSTITUTE OF SURVEYING & MAPPING / YUKON BRANCH,,Society,Yukon,Dissolved by Registrar
700051,CANADIAN PARENTS FOR FRENCH - YUKON CHAPTER,,Society,Yukon,Dissolved by Registrar
700052,CANYON CREEK HORSEMEN'S ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700053,CAPITAL CITY CRUISERS MOTOR CLUB,,Society,Yukon,Dissolved by Registrar
700054,CARCROSS AREA RESCUE TEAM ASSOC.,,Society,Yukon,Dissolved by Registrar
700055,CARCROSS COMMUNITY & CURLING CLUB,CARCROSS COMMUNITY CLUB ,Society,Yukon,In Default
700056,CARCROSS LIBRARY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700057,CARCROSS RECREATION BOARD,,Society,Yukon,In Compliance
700058,CARCROSS ROD & GUN CLUB,,Society,Yukon,In Compliance
700059,CARCROSS TAGISH ANNIVERSARY SOCIETY,,Society,Yukon,Dissolved by Registrar
700060,CARCROSSTAGISH BUSINESS ASSOCIATION,,Society,Yukon,Changed Name
700061,CARCROSS YOUTH CENTER SOCIETY,,Society,Yukon,Dissolved by Registrar
700062,CARDIOPULMONARY RESUSCITATION YUKON,,Society,Yukon,Dissolved
700063,CARMACKS ALTERNATIVE PROGRAMS-C.A.P.,,Society,Yukon,Dissolved by Registrar
700064,CARMACKS ANNIVERSARY & RECYCLING SOCIETY,,Society,Yukon,Dissolved by Registrar
700065,CARMACKS ART & CRAFTS SOCIETY,,Society,Yukon,Dissolved by Registrar
700066,CARMACKS COMMUNITY CLUB,,Society,Yukon,Dissolved by Registrar
700067,CARMACKS FAMILY ENTERTAINMENT SOCIETY,,Society,Yukon,In Default
700068,ASSOCIATION OF YUKON OCCUPATIONAL THERAPISTS,,Society,Yukon,Dissolved
700069,CARMACKS PLAYGROUP SOCIETY,,Society,Yukon,Dissolved by Registrar
700070,CARMACKS SEARCH & RESCUE VOLUNTEERS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700071,CARPENTERS' HALL ASSOCIATION,,Society,Yukon,Changed Name
700072,CASA LOMA BANDITS HOCKEY CLUB,,Society,Yukon,Dissolved by Registrar
700073,CELEBRITY BARTENDER'S SOCIETY,,Society,Yukon,Dissolved by Registrar
700074,CERTIFIED GENERAL ACCOUNTANTS' ASSOCIATION OF / YUKON /FRENCH VERSION ALSO,,Society,Yukon,Dissolved
700075,CHALLENGE-COMMUNITY VOCATIONAL ALTERNATIVE,YUKON REHABILITATION CENTRE SOCIETY,Society,Yukon,Changed Name
700076,CHAMPAGNE HORSEMEN ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700077,CHICKADEES PLAYSCHOOL ASSOCIATION,,Society,Yukon,Dissolved
700078,CHILD DEVELOPMENT CENTRE,,Society,Yukon,In Compliance
700079,"CHRIST ALIVE, EVANGELICAL MINISTRIES",,Society,Yukon,Dissolved by Registrar
700080,CHRIST THE KING BAND PARENTS ASSOCIATION,,Society,Yukon,Changed Name
700081,CHURCH OF THE APOSTLES,,Society,Yukon,Dissolved by Registrar
700082,CINEMATIX,,Society,Yukon,Dissolved by Registrar
700083,CITIZENS AGAINST SEXUAL ABUSE SOCIETY,,Society,Yukon,Dissolved by Registrar
700084,CIVIL AIR SEARCH & RESCUE ASSOCIATION OF THE YUKON,,Society,Yukon,In Default
700085,CLINTON CREEK REUNION SOCIETY,,Society,Yukon,Dissolved by Registrar
700086,COMMUNITY ASSOCIATION OF BURWASH LANDING,,Society,Yukon,Dissolved by Registrar
700087,"COMMUNITY CHOIR OF WHITEHORSE SOCIETY, THE",,Society,Yukon,In Compliance
700088,COMMUNITY GOSPEL CHAPEL,,Society,Yukon,Changed Name
700089,COMMUNITY YOUTH TALKING CIRCLE SOCIETY,,Society,Yukon,Dissolved by Registrar
700090,CONNECTIONS CONFERENCE SOCIETY,,Society,Yukon,Dissolved by Registrar
700091,CONSERVATION KLONDIKE SOCIETY,,Society,Yukon,In Default
700092,CONSULTING ENGINEERS OF YUKON,,Society,Yukon,In Default
700093,COUNCIL FOR YUKON INDIANS,,Society,Yukon,Changed Name
700094,COUNCIL OF YUKON FIRST NATIONS ELDERS,,Society,Yukon,Dissolved by Registrar
700095,COUNCIL OF YUKON TOASTMASTERS SOCIETY,,Society,Yukon,Dissolved by Registrar
700096,CREATIVE PLAY DAYCARE SOCIETY,,Society,Yukon,Dissolved
700097,CRESTVIEW COMMUNITY ASSOCIATION,,Society,Yukon,In Default
700098,CRIME PREVENTION YUKON,,Society,Yukon,Dissolved
700099,CRIME STOPPERS YUKON SOCIETY,,Society,Yukon,Dissolved by Registrar
700100,YUKON YOUTH SOCCER ASSOCIATION,YUKON MINOR SOCCER ASSOCIATION,Society,Yukon,Changed Name
700101,"YUKON YOUTH CENTRE, THE",,Society,Yukon,Dissolved by Registrar
700102,YUKON TRAPPERS ASSOCIATION,,Society,Yukon,In Default
700103,YUKON UNDERWATER DIVING ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700104,YUKON WEIGHTLIFTING ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700105,YUKON WOMEN'S TRANSITION HOME SOCIETY,,Society,Yukon,In Compliance
700106,"YUKON TRANSPORTATION MUSEUM SOCIETY, THE",,Society,Yukon,In Compliance
700107,YUKON TRANSPORTATION ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700108,YUKON TOURISM EDUCATION COUNCIL,,Society,Yukon,In Default
700109,YUKON TEACHERS ASSOCIATION,,Society,Yukon,Dissolved
700110,YUKON TAXI ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700111,"YUKON STATUS OF WOMEN COUNCIL, THE",,Society,Yukon,In Compliance
700112,YUKON SQUARE & ROUND DANCE ASSOCIATION (198,,Society,Yukon,Dissolved
700113,YUKON SPECIAL OLYMPICS SOCIETY,,Society,Yukon,Changed Name
700114,YUKON SOURDOUGH RENDEZVOUS,,Society,Yukon,In Compliance
700115,"YUKON SCIENCE INSTITUTE, THE",,Society,Yukon,In Default
700116,YUKON SHOOTING FEDERATION,,Society,Yukon,In Default
700117,YUKON RODEO ASSOCIATION,,Society,Yukon,Changed Name
700118,YUKON RIVER COMMERCIAL FISHING ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700119,YUKON REAL ESTATE ASSOCIATION,,Society,Yukon,In Default
700120,YUKON RADIO CONTROL MODELLERS SOCIETY,,Society,Yukon,In Compliance
700121,YUKON QUEST INTERNATIONAL ASSOCIATION,,Society,Yukon,Changed Name
700122,YUKON PUBLIC LEGAL EDUCATION ASSOCIATION,,Society,Yukon,In Compliance
700123,YUKON PROSPECTORS ASSOCIATION,,Society,Yukon,In Compliance
700124,YUKON PHOTOGRAPHIC ART SOCIETY,,Society,Yukon,Dissolved by Registrar
700125,YUKON POWER & SAIL SQUADRON ASSOCIATION,,Society,Yukon,Dissolved
700126,YUKON PARTY (THE),,Society,Yukon,Dissolved
700127,C.U.& C. HEALTH SERVICES SOCIETY,,Society,Yukon,Dissolved
700128,CYCLING ASSOCIATION OF YUKON,,Society,Yukon,In Default
700129,CROSSROADS SOCIETY,,Society,Yukon,Dissolved by Registrar
700130,CROSS COUNTRY YUKON,YUKON SKI DIVISION ,Society,Yukon,In Compliance
700131,DANCERS WITH LATITUDE COLLABORATORS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700132,DAN K' ANALE TOURISM INDUSTRY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700133,DA TUSAN SOCIETY,,Society,Yukon,Dissolved by Registrar
700134,DAWSON CITY CHAMBER OF COMMERCE ASSOCIATION,,Society,Yukon,In Compliance
700135,BETHANY PENTECOSTAL TABERNACLE,,Society,Yukon,In Compliance
700136,DAWSON CITY COMMUNITY RADIO SOCIETY,,Society,Yukon,In Compliance
700137,DAWSON CITY DRAMA CLUB,,Society,Yukon,Dissolved by Registrar
700138,DAWSON CITY COMMUNITY LIBRARY BOARD,,Society,Yukon,In Compliance
700139,DAWSON CITY MUSEUM & HISTORICAL SOCIETY,,Society,Yukon,Changed Name
700140,DAWSON CITY OLDTIMERS HOCKEY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700141,DAWSON COMMUNITY CULTURAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700142,DAWSON CITY MUSIC FESTIVAL ASSOCIATION,,Society,Yukon,In Default
700143,DAWSON CURLING CLUB,,Society,Yukon,In Default
700144,DAWSON FENCING SOCIETY,,Society,Yukon,Dissolved by Registrar
700145,DAWSON FIREFIGHTERS ASSOCIATION,,Society,Yukon,In Compliance
700146,DAWSON FOR DAWSON,,Society,Yukon,Dissolved by Registrar
700147,DAWSON ORGANIC GROWERS & COMPOSTING SOC.,,Society,Yukon,Dissolved by Registrar
700148,"DAWSON SHELTER SOCIETY, THE",,Society,Yukon,In Compliance
700149,DAWSON SKI ASSOCIATION,,Society,Yukon,In Compliance
700150,DEEP CREEK SPECIFIC PROJECT ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700151,DESTRUCTION BAY VOLUNTEER FIRE DEPARTMENT,,Society,Yukon,Dissolved by Registrar
700152,DISTRICT 49B LIONS FOUNDATION INC.,,Society,Yukon,Dissolved by Registrar
700153,DOG DRIVERS ASSOCIATION OF THE YUKON,,Society,Yukon,Dissolved by Registrar
700154,DOWNTOWN COMMUNITY CENTRE ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700155,DOWNTOWN WHITEHORSE BUSINESS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700156,DUCKS UNLIMITED CANADA,,Extra-Territorial Society,,Cancelled
700157,DUSTY DIAMOND DANCERS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700158,EAGLE ROCK ENHANCEMENT SOCIETY,,Society,Yukon,Dissolved by Registrar
700159,EAST SIX MILE RIVER COMMUNITY ASSOCIATION,,Society,Yukon,In Compliance
700160,ENROLLMENT COMMISSION,,Society,Yukon,Dissolved
700161,ECUMENICAL COUNSELLING SOCIETY NORTH,,Society,Yukon,Dissolved by Registrar
700162,ENVIRONMENTAL EDUCATION ASSOCIATION OF THE YUKON,,Society,Yukon,In Default
700163,EVENING LIGHT TABERNACLE,,Society,Yukon,In Compliance
700164,EVERGREEN RESPITE HOME TASK FORCE,,Society,Yukon,Dissolved
700165,FARO ANNIVERSARIES SOCIETY,,Society,Yukon,Dissolved by Registrar
700166,FARO CHILD CARE CENTRE,,Society,Yukon,Dissolved by Registrar
700167,FARO CURLING CLUB,,Society,Yukon,Dissolved by Registrar
700168,"FARO & DISTRICT CHAMBER OF COMMERCE, THE",,Society,Yukon,Dissolved by Registrar
700169,FARO EMERGENCY SERVICES ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700170,FARO HUMANE SOCIETY,,Society,Yukon,Dissolved by Registrar
700171,FARO LIONS CLUB,,Society,Yukon,Dissolved by Registrar
700172,FARO OUTDOOR RECREATION & / ENHANCEMENT SOCIETY,,Society,Yukon,Dissolved by Registrar
700173,FARO PAINTERS GUILD,,Society,Yukon,Dissolved by Registrar
700174,FARO RECYCLING & ENVIRONMENTAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700175,FARO SEARCH & RESCUE SOCIETY,,Society,Yukon,Dissolved by Registrar
700176,"FARO TRAINING TRUST SOCIETY, THE",,Society,Yukon,Dissolved by Registrar
700177,F.H. COLLINS M.A.D. PARENTS ASSOCIATION,,Society,Yukon,Changed Name
700178,FARO WILDERNESS RECREATION ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700179,F.H. COLLINS MUSIC PARENTS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700180,F.H. COLLINS SCHOOL REUNION SOCIETY,,Society,Yukon,Dissolved by Registrar
700181,FIREWEED FIGURE SKATING CLUB,,Society,Yukon,Changed Name
700182,FIRST LUMBER EMPLOYEES ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700183,FIRST PENTECOSTAL CHURCH,,Society,Yukon,In Compliance
700184,FITNESS NORTH OF 60,,Society,Yukon,Dissolved
700185,551 AIR CADET SQUADRON PARENTS' ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700186,"FOLK SOCIETY OF WHITEHORSE, THE",,Society,Yukon,In Compliance
700187,4-H YUKON,,Society,Yukon,In Compliance
700188,"FREE-WHEEL SOCIETY, THE",,Society,Yukon,Dissolved by Registrar
700189,FRIENDS OF THE BAY,,Society,Yukon,Dissolved by Registrar
700190,FRIENDS OF THE COLLEGE SOCIETY,,Society,Yukon,Dissolved by Registrar
700191,FRIENDS OF YUKON PERMANENT ART COLLECTION SOCIETY,FRIENDS OF THE GALLERY,Society,Yukon,In Compliance
700192,FRIENDS OF WYE LAKES,,Society,Yukon,Dissolved by Registrar
700193,FRIENDS OF THE MINING INDUSTRY (FOMI),,Society,Yukon,Dissolved by Registrar
700194,FRIENDS OF YUKON RIVERS,,Society,Yukon,Changed Name
700195,G.A. JECKELL FRENCH CLUB,,Society,Yukon,Changed Name
700196,FROSTBITE MUSIC SOCIETY (YUKON),FOLK MUSIC IN THE YUKON,Society,Yukon,In Default
700197,FROSTBITE TENNIS CLUB - WHITEHORSE,,Society,Yukon,Dissolved by Registrar
700198,G.A. JECKELL MUSIC SOCIETY,,Society,Yukon,Changed Name
700199,GAME GROWERS' ASSOCIATION OF YUKON,,Society,Yukon,In Default
700200,GATEWAY TOURISM ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700201,GAY & LESBIAN ALLIANCE OF THE YUKON TERRITORY,,Society,Yukon,Dissolved by Registrar
700202,GIRL GUIDES OF CANADA - AURORA ADVENTURES COUNCIL,"GIRL GUIDES OF CANADA - GUIDES DU CANADA, YUKON COUNCIL ",Society,Yukon,Dissolved
700203,GOLDEN AGE SOCIETY,,Society,Yukon,In Compliance
700204,GOLDEN HORN MUSIC THEATRE SOCIETY,,Society,Yukon,Dissolved by Registrar
700205,GOLDENHORN VOLUNTEER FIRE DEPARTMENT,,Society,Yukon,Dissolved by Registrar
700206,GRACE COMMUNITY CHURCH,,Society,Yukon,In Compliance
700207,"GRAND LODGE, YUKON ORDER OF PIONEERS",,Society,Yukon,In Compliance
700208,GRANGER NEIGHBOURHOOD GROUP SOCIETY,,Society,Yukon,Dissolved by Registrar
700209,GREAT NORTHERN SKI SOCIETY,,Society,Yukon,Dissolved by Registrar
700210,"GREENS OF THE YUKON ASSOCIATION, THE",,Society,Yukon,Dissolved by Registrar
700211,GREY MOUNTAIN HOUSING SOCIETY,,Society,Yukon,In Compliance
700212,GURU NANAK SIKH SOCIETY OF YUKON,,Society,Yukon,Dissolved by Registrar
700213,HAINES JUNCTION BICYCLE CLUB,,Society,Yukon,Dissolved by Registrar
700214,HAINES JUNCTION BROADCASTING SOCIETY,,Society,Yukon,Dissolved by Registrar
700215,HAINES JUNCTION CAMPUS SOCIETY,,Society,Yukon,Dissolved by Registrar
700216,"HAINES JUNCTION CHAMBER OF COMMERCE, THE",,Society,Yukon,Dissolved by Registrar
700217,HAINES JUNCTION CHILD CARE ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700218,HAINES JUNCTION CROSS COUNTRY SKI CLUB,,Society,Yukon,Dissolved
700219,HAINES JUNCTION CURLING & RECREATION CLUB,,Society,Yukon,Dissolved by Registrar
700220,HAINES JUNCTION RECREATIONAL HOCKEY ASSOCIATION / HOCKEY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700221,HAINES JUNCTION SNOWMOBILE CLUB,,Society,Yukon,Dissolved by Registrar
700222,"HAN FOUNDATION, THE",,Society,Yukon,Dissolved by Registrar
700223,HELP & HOPE FOR FAMILIES SOCIETY,,Society,Yukon,In Compliance
700224,CHAMPAGNE/AISHIHIK DEVELOPMENT ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700225,HIGH NOON ASSOCIATION,,Society,Yukon,In Default
700226,HILLCREST COMMUNITY ASSOCIATION,,Society,Yukon,In Compliance
700227,"HISTORICAL ARMS COLLECTORS SOCIETY OF / YUKON, THE",,Society,Yukon,Dissolved by Registrar
700228,HOME EDUCATORS' SOCIETY OF THE YUKON,,Society,Yukon,Changed Name
700229,HORSESHOE ASSOCIATION OF YUKON,,Society,Yukon,Dissolved by Registrar
700230,HOSPICE YUKON SOCIETY,,Society,Yukon,In Compliance
700231,HOT-AIR BALLOON FESTIVAL SOCIETY / OF THE YUKON,,Society,Yukon,Dissolved
700232,HUMANE SOCIETY YUKON,,Society,Yukon,In Compliance
700233,IBEX VALLEY VOLUNTEER FIRE FIGHTERS SOCIETY,,Society,Yukon,In Compliance
700234,INTERNATIONAL AIRSHOW SOCIETY / OF WHITEHORSE,,Society,Yukon,Dissolved by Registrar
700235,JACK LONDON KLONDIKE SOCIETY,,Society,Yukon,Dissolved by Registrar
700236,JAZZ SOCIETY OF YUKON,,Society,Yukon,Changed Name
700237,JEHOVAH'S WITNESSES YUKON CONGREGATION,,Society,Yukon,Dissolved
700238,KASKA DENA COUNCIL,,Society,Yukon,Dissolved by Registrar
700239,CHAMPAGNEAISHIHIK SOCIAL SERVICES SOCIETY,,Society,Yukon,Dissolved by Registrar
700240,DAWSON CHILD CARE ASSOCIATION,,Society,Yukon,Changed Name
700241,GATEWAY HOUSING SOCIETY,,Society,Yukon,In Compliance
700242,KASKA UNITY SOCIETY,,Society,Yukon,Dissolved by Registrar
700243,KAUSHEE'S PLACE HOUSING SOCIETY,,Society,Yukon,In Compliance
700244,KENO COMMUNITY CLUB,,Society,Yukon,In Compliance
700245,KEYSTONE KOP SOCIETY,,Society,Yukon,Dissolved by Registrar
700246,KINSMEN CLUB OF THE YUKON,,Society,Yukon,Dissolved by Registrar
